City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
0,Faya,SA,18.39,42.45,68.0,72,75,4.79,broken clouds
1,Sterling,US,39.01,-77.43,91.99,58,75,10.29,broken clouds
2,New Norfolk,AU,-42.78,147.06,44.01,85,84,1.01,light rain
3,Cap Malheureux,MU,-19.98,57.61,68.0,76,24,1.01,few clouds
4,Nyurba,RU,63.28,118.33,54.12,78,0,3.42,clear sky
5,Rikitea,PF,-23.12,-134.97,72.75,78,54,10.42,broken clouds
6,Castro,BR,-24.79,-50.01,64.2,61,0,4.5,clear sky
7,Tuatapere,NZ,-46.13,167.68,43.02,89,58,3.96,broken clouds
8,Kundiawa,PG,-6.02,144.97,59.94,78,73,1.54,broken clouds
9,Victoria,HK,22.29,114.16,78.01,94,99,5.01,light rain
10,Mar Del Plata,AR,-38.0,-57.56,59.0,58,95,10.29,overcast clouds
11,Aden,YE,12.78,45.04,89.06,71,0,13.0,clear sky
12,Bengkulu,ID,-3.8,102.27,75.29,92,57,4.99,light rain
13,Tezu,IN,27.92,96.17,79.79,74,11,2.33,few clouds
14,Carrboro,US,35.91,-79.08,93.99,66,7,10.83,clear sky
15,Igarka,RU,67.47,86.58,55.29,93,100,4.21,overcast clouds
16,Busselton,AU,-33.65,115.33,45.0,98,31,6.69,scattered clouds
17,Port Alfred,ZA,-33.59,26.89,72.9,22,0,10.6,clear sky
18,Cockburn Town,TC,21.46,-71.14,86.0,70,40,13.87,scattered clouds
19,Severo-Kurilsk,RU,50.68,156.12,51.8,86,100,11.34,overcast clouds
20,Vila Velha,BR,-20.33,-40.29,75.0,60,20,12.75,few clouds
21,Cape Town,ZA,-33.93,18.42,60.01,87,0,10.29,clear sky
22,Carnarvon,AU,-24.87,113.63,57.2,82,7,6.93,clear sky
23,Aklavik,CA,68.22,-135.01,53.6,87,90,3.36,overcast clouds
24,Maniitsoq,GL,65.42,-52.9,48.13,86,99,10.71,overcast clouds
25,Sangar,RU,63.92,127.47,52.12,72,0,3.94,clear sky
26,Jamestown,US,42.1,-79.24,73.99,94,90,11.41,light rain
27,Hobart,AU,-42.88,147.33,48.2,61,76,13.87,light rain
28,Roma,US,43.21,-75.46,87.8,52,75,16.11,broken clouds
29,Taloqan,AF,36.74,69.53,74.25,33,0,1.54,clear sky
30,Druzhba,UA,52.04,33.95,54.09,94,0,5.3,clear sky
31,Port Elizabeth,ZA,-33.92,25.57,69.8,43,0,17.22,clear sky
32,Sitka,US,57.05,-135.33,57.2,87,75,5.82,broken clouds
33,Vallenar,CL,-28.57,-70.76,81.39,17,10,5.46,clear sky
34,Kavieng,PG,-2.57,150.8,81.59,78,22,5.48,few clouds
35,Kimbe,PG,-5.55,150.14,76.95,83,5,5.35,clear sky
36,Burnie,AU,-41.07,145.92,46.0,89,100,5.01,light rain
37,Kalabo,ZM,-14.97,22.68,58.55,36,0,6.91,clear sky
38,Lebu,CL,-37.62,-73.65,55.4,85,38,8.32,scattered clouds
39,Lashio,MM,22.93,97.75,71.24,100,100,1.74,light rain
40,Saldanha,ZA,-33.01,17.94,55.4,71,0,2.24,clear sky
41,Kruisfontein,ZA,-34.0,24.73,62.01,49,0,6.55,clear sky
42,Yulara,AU,-25.24,130.99,41.0,25,0,4.7,clear sky
43,Lander,US,42.83,-108.73,86.0,21,1,3.89,clear sky
44,Muroto,JP,33.28,134.15,79.79,79,100,6.42,overcast clouds
45,Albany,US,42.6,-73.97,86.0,63,75,12.08,light rain
46,Thompson,CA,55.74,-97.86,75.2,38,20,5.82,few clouds
47,Xingyi,CN,24.19,102.82,61.45,98,87,4.03,overcast clouds
48,Suzaka,JP,36.65,138.32,73.0,95,37,2.24,scattered clouds
49,San Jose,US,37.34,-121.89,86.0,41,5,6.93,clear sky
50,Salalah,OM,17.02,54.09,82.4,83,40,3.36,scattered clouds
51,Sao Filipe,CV,14.9,-24.5,78.67,87,87,6.53,overcast clouds
52,Gamba,GA,-2.65,10.0,72.99,75,94,6.17,overcast clouds
53,Mahebourg,MU,-20.41,57.7,69.8,73,75,12.75,broken clouds
54,Havre-Saint-Pierre,CA,50.23,-63.6,73.4,64,1,11.41,clear sky
55,Dhidhdhoo,MV,6.88,73.1,82.51,78,100,18.68,moderate rain
56,Puerto Ayora,EC,-0.74,-90.35,75.2,73,75,6.93,broken clouds
57,Goedereede,NL,51.82,3.98,66.99,73,62,6.29,broken clouds
58,Opuwo,NA,-18.06,13.84,62.8,30,0,8.66,clear sky
59,Mataura,NZ,-46.19,168.86,44.58,95,38,2.08,scattered clouds
60,Caravelas,BR,-17.71,-39.25,72.01,71,20,11.52,few clouds
61,Touros,BR,-5.2,-35.46,82.4,69,40,12.75,scattered clouds
62,Jacareacanga,BR,-6.22,-57.75,96.39,21,0,2.57,clear sky
63,Cherskiy,RU,68.75,161.3,51.17,68,57,2.1,broken clouds
64,Torbay,CA,47.67,-52.73,63.0,82,75,13.87,broken clouds
65,Kargasok,RU,59.06,80.86,60.04,87,97,2.86,overcast clouds
66,Saint George,US,37.1,-113.58,106.0,9,1,4.7,clear sky
67,Laguna,US,38.42,-121.42,87.01,41,64,3.0,broken clouds
68,Bredasdorp,ZA,-34.53,20.04,51.8,93,0,4.7,clear sky
69,Grindu,RO,44.77,26.92,69.8,40,20,4.7,few clouds
70,La Grande,US,45.32,-118.09,86.0,26,1,8.05,clear sky
71,Hamilton,US,39.18,-84.53,81.0,57,40,12.75,scattered clouds
72,Mount Isa,AU,-20.73,139.5,50.0,66,0,3.36,clear sky
73,Bambous Virieux,MU,-20.34,57.76,69.8,73,75,12.75,broken clouds
74,Georgetown,MY,5.41,100.34,84.2,74,20,8.05,few clouds
75,Bhuj,IN,23.27,69.67,86.23,73,76,12.41,broken clouds
76,Ortona,IT,42.35,14.4,73.4,88,38,1.12,scattered clouds
77,East London,ZA,-33.02,27.91,74.88,20,0,8.93,clear sky
78,Aquiraz,BR,-3.9,-38.39,84.2,62,20,14.99,few clouds
79,Bonfim,BR,3.08,-59.95,85.53,64,1,8.28,light rain
80,Lundazi,ZM,-12.29,33.18,59.56,64,0,8.16,clear sky
81,Portland,US,45.52,-122.68,82.0,53,40,4.7,scattered clouds
82,Maragogi,BR,-9.01,-35.22,75.06,79,85,13.27,overcast clouds
83,Comodoro Rivadavia,AR,-45.87,-67.5,55.4,47,56,9.17,broken clouds
84,Geraldton,AU,-28.77,114.6,57.2,87,75,23.04,broken clouds
85,Alice Springs,AU,-23.7,133.88,39.2,27,0,2.24,clear sky
86,Ushuaia,AR,-54.8,-68.3,41.0,75,20,24.16,few clouds
87,Lompoc,US,34.64,-120.46,69.8,68,0,10.29,clear sky
88,Yaan,NG,7.38,8.57,73.47,89,100,5.73,overcast clouds
89,Punta Arenas,CL,-53.15,-70.92,44.6,70,12,16.11,few clouds
90,Hilo,US,19.73,-155.09,80.6,65,90,8.05,overcast clouds
91,Miri,MY,4.41,114.01,78.8,94,40,3.53,scattered clouds
92,Biltine,TD,14.53,20.92,76.39,82,100,16.04,light rain
93,Hinton,CA,53.4,-117.59,82.85,42,19,5.86,few clouds
94,Itarema,BR,-2.92,-39.92,81.41,70,3,14.97,clear sky
95,Mecca,SA,21.43,39.83,90.27,54,73,7.65,broken clouds
96,Sorland,NO,67.67,12.69,64.4,68,100,6.93,overcast clouds
97,Swift Current,CA,50.28,-107.8,78.8,31,1,19.46,clear sky
98,Yar-Sale,RU,66.83,70.83,60.37,69,92,11.83,overcast clouds
99,Along,IN,28.17,94.77,75.16,89,8,1.28,clear sky
100,Margate,GB,51.38,1.39,64.99,69,100,1.99,light rain
101,Avarua,CK,-21.21,-159.78,71.6,64,0,3.36,clear sky
102,Diego De Almagro,CL,-26.37,-70.05,81.99,15,0,10.07,clear sky
103,Ribeira Grande,PT,38.52,-28.7,75.2,69,20,5.82,few clouds
104,Morozovsk,RU,48.35,41.83,65.7,59,28,4.59,scattered clouds
105,Maldonado,UY,-34.67,-54.92,69.01,77,100,3.36,overcast clouds
106,Binan,PH,14.26,121.05,80.6,88,99,4.7,overcast clouds
107,Souillac,MU,-20.52,57.52,69.8,73,75,12.75,broken clouds
108,Rock Sound,BS,24.9,-76.2,83.53,79,100,20.76,light rain
109,College,US,64.86,-147.8,69.01,72,75,3.09,broken clouds
110,Mahon,ES,39.89,4.27,78.8,65,0,11.41,clear sky
111,Chara,RU,56.91,118.26,55.44,90,100,2.77,moderate rain
112,Beyneu,KZ,45.32,55.2,85.93,20,29,11.21,scattered clouds
113,Dharchula,IN,29.85,80.53,68.86,76,28,1.5,light rain
114,Klaksvik,FO,62.23,-6.59,50.0,100,98,11.41,drizzle
115,Livingston,GB,55.9,-3.52,57.99,71,72,6.93,broken clouds
116,Igrim,RU,63.19,64.42,69.58,74,100,10.42,overcast clouds
117,Hasaki,JP,35.73,140.83,69.8,100,20,3.36,mist
118,Qui Nhon,VN,13.77,109.23,82.35,73,100,8.48,overcast clouds
119,Uvat,RU,59.14,68.9,68.7,72,0,7.81,clear sky
120,Taksimo,RU,56.34,114.88,56.41,86,61,1.57,broken clouds
121,Jumla,NP,29.27,82.18,62.22,71,52,1.74,broken clouds
122,Cabo San Lucas,MX,22.89,-109.91,91.99,49,20,10.29,few clouds
123,Moyale,KE,3.52,39.06,67.21,74,84,14.5,broken clouds
124,Agadez,NE,19.75,10.25,93.31,22,39,4.81,scattered clouds
125,Durham,US,36.03,-78.87,93.2,56,75,12.75,broken clouds
126,Iqaluit,CA,63.75,-68.51,51.8,76,75,6.93,broken clouds
127,Kodiak,US,57.79,-152.41,60.8,67,1,6.93,clear sky
128,Mae Ramat,TH,16.98,98.52,76.19,93,100,5.95,heavy intensity rain
129,San Quintin,MX,30.48,-115.95,79.74,53,0,9.28,clear sky
130,Arraial Do Cabo,BR,-22.97,-42.03,73.4,53,2,12.75,clear sky
131,Akyab,MM,20.15,92.9,83.44,84,100,8.08,moderate rain
132,Hualmay,PE,-11.1,-77.61,66.24,68,17,10.42,few clouds
133,Port Augusta,AU,-32.5,137.77,48.2,93,75,5.82,broken clouds
134,Nishihara,JP,26.18,127.76,84.2,83,90,11.41,overcast clouds
135,Lindi,TZ,-10.0,39.72,71.6,94,20,11.41,few clouds
136,Riviere-Au-Renard,CA,49.0,-64.4,87.8,35,20,8.05,few clouds
137,Nanortalik,GL,60.14,-45.24,47.41,90,57,11.39,broken clouds
138,Esperance,AU,-33.87,121.9,48.2,87,48,11.41,scattered clouds
139,Wolfsburg,DE,52.43,10.8,66.99,81,89,9.84,overcast clouds
140,Hobyo,SO,5.35,48.53,79.14,72,80,25.5,broken clouds
141,Tutoia,BR,-2.76,-42.27,81.43,75,17,8.99,few clouds
142,Cauquenes,CL,-35.97,-72.32,62.92,69,2,1.01,clear sky
143,Lagoa,PT,39.05,-27.98,71.67,79,0,15.21,clear sky
144,Breyten,ZA,-26.3,29.99,42.91,59,0,3.38,clear sky
145,Avera,US,33.19,-82.53,96.8,41,40,10.29,scattered clouds
146,Lorengau,PG,-2.02,147.27,81.9,80,66,12.44,broken clouds
147,Saravan,AM,39.72,45.65,80.6,36,75,9.17,broken clouds
148,Walvis Bay,NA,-22.96,14.51,77.0,15,0,2.24,clear sky
149,Ushtobe,KZ,45.25,77.98,70.56,41,39,5.37,scattered clouds
150,Tasiilaq,GL,65.61,-37.64,50.0,46,5,20.8,clear sky
151,Alta Floresta,BR,-9.88,-56.09,94.69,17,0,4.05,clear sky
152,Oranjestad,AW,12.52,-70.03,87.8,74,75,19.46,broken clouds
153,Norman Wells,CA,65.28,-126.83,69.8,73,40,8.05,scattered clouds
154,Edson,CA,53.58,-116.44,73.4,73,75,2.24,broken clouds
155,Mount Gambier,AU,-37.83,140.77,44.6,81,90,9.17,overcast clouds
156,Upington,ZA,-28.45,21.26,60.8,21,0,8.05,clear sky
157,Wattegama,LK,6.8,81.48,79.65,67,100,12.82,overcast clouds
158,Orange Cove,US,36.62,-119.31,91.99,29,1,3.13,clear sky
159,Bella Union,UY,-30.28,-57.6,74.21,74,66,6.67,broken clouds
160,Korla,CN,41.76,86.15,79.0,64,91,4.0,overcast clouds
161,Sambava,MG,-14.27,50.17,72.14,82,100,20.42,light rain
162,Rocha,UY,-34.48,-54.33,64.83,85,100,3.13,overcast clouds
163,Moron,AR,-34.65,-58.62,70.0,82,75,9.17,broken clouds
164,Husavik,IS,66.04,-17.34,51.8,87,90,8.05,overcast clouds
165,Manggar,ID,-2.88,108.27,80.83,83,100,8.99,overcast clouds
166,Kalaleh,IR,37.38,55.49,78.8,74,0,4.7,clear sky
167,Hami,CN,42.8,93.45,82.67,15,94,4.92,overcast clouds
168,Samarai,PG,-10.62,150.67,77.14,85,100,13.38,light rain
169,Minot,US,48.23,-101.3,75.2,44,40,6.93,scattered clouds
170,Sarkand,KZ,45.41,79.92,70.3,36,100,5.1,overcast clouds
171,Murakami,JP,38.23,139.48,71.44,79,42,4.0,scattered clouds
172,Boguchar,RU,49.94,40.55,59.5,77,23,3.31,few clouds
173,Nantucket,US,41.28,-70.1,77.0,78,1,14.99,clear sky
174,Qaanaaq,GL,77.48,-69.36,38.59,86,100,11.34,light rain
175,Banda Aceh,ID,5.56,95.32,80.73,74,100,13.62,overcast clouds
176,Laem Sing,TH,12.48,102.07,82.99,81,100,23.6,moderate rain
177,Dengfeng,CN,34.46,113.03,82.0,1,3,3.29,clear sky
178,Constitucion,CL,-35.33,-72.42,59.18,78,0,4.7,clear sky
179,Jizan,SA,17.33,42.67,86.0,89,40,6.93,scattered clouds
180,Mandalgovi,MN,45.76,106.27,57.22,73,77,18.57,broken clouds
181,Cayenne,GF,4.93,-52.33,86.0,62,78,4.7,broken clouds
182,Cartagena Del Chaira,CO,1.33,-74.84,86.97,52,49,5.01,scattered clouds
183,Xuzhou,CN,34.18,117.16,80.15,90,70,4.56,moderate rain
184,Atuona,PF,-9.8,-139.03,78.62,76,0,16.93,clear sky
185,Reyes,BO,-14.32,-67.38,91.49,29,0,0.51,clear sky
186,Aranos,NA,-24.13,19.12,58.51,31,0,12.93,clear sky
187,Yabrud,SY,33.97,36.66,80.6,39,0,17.22,clear sky
188,Quatre Cocos,MU,-20.21,57.76,69.8,73,75,12.75,broken clouds
189,Riyadh,SA,24.69,46.72,102.2,14,21,5.82,few clouds
190,Hermanus,ZA,-34.42,19.23,60.89,66,0,5.28,clear sky
191,Ambositra,MG,-20.52,47.25,49.37,84,98,9.82,overcast clouds
192,Hithadhoo,MV,-0.6,73.08,82.96,77,76,10.83,broken clouds
193,Bandarbeyla,SO,9.49,50.81,78.01,75,0,31.32,clear sky
194,Ambon,ID,-3.7,128.18,77.2,84,66,8.46,broken clouds
195,Lively,CA,46.43,-81.15,66.2,93,90,8.05,light intensity shower rain
196,Itoman,JP,26.12,127.67,84.2,83,20,12.75,few clouds
197,Waddan,LY,29.16,16.14,88.5,20,0,16.91,clear sky
198,Nouadhibou,MR,20.93,-17.03,73.58,80,0,30.53,clear sky
199,Yumen,CN,40.28,97.2,66.94,24,19,13.33,few clouds
200,Luderitz,NA,-26.65,15.16,71.6,28,0,3.36,clear sky
201,Waingapu,ID,-9.66,120.26,69.51,81,1,6.44,clear sky
202,Upernavik,GL,72.79,-56.15,44.11,69,99,7.47,overcast clouds
203,Padang,ID,-0.95,100.35,76.24,80,88,3.83,overcast clouds
204,Bandar,ID,2.05,99.75,73.22,87,78,1.92,broken clouds
205,Brownwood,US,31.71,-98.99,96.8,20,20,6.93,few clouds
206,Fortuna,US,40.6,-124.16,66.0,87,10,7.0,clear sky
207,Buchanan,LR,5.88,-10.05,77.0,94,75,9.17,light rain
208,Eureka,US,40.8,-124.16,66.0,87,90,8.05,overcast clouds
209,Tagbac,PH,7.09,125.16,77.0,100,90,4.7,overcast clouds
210,La Romana,DO,18.43,-68.97,87.8,62,75,11.41,broken clouds
211,Ferrol,ES,43.48,-8.24,66.0,77,20,8.05,few clouds
212,Teya,RU,60.38,92.63,53.91,74,0,0.54,clear sky
213,Ponta Do Sol,PT,32.67,-17.1,71.6,73,20,18.34,few clouds
214,Kawambwa,ZM,-9.79,29.08,60.91,38,8,9.33,clear sky
215,Nanpiao,CN,41.1,120.75,69.31,92,0,5.59,clear sky
216,Saint Anthony,US,45.02,-93.22,72.0,49,75,12.75,broken clouds
217,Khatanga,RU,71.97,102.5,58.77,80,11,4.92,few clouds
218,Kahului,US,20.89,-156.47,86.0,48,40,18.34,scattered clouds
219,Hirara,JP,24.8,125.28,81.9,88,100,39.64,moderate rain
220,Obihiro,JP,42.92,143.2,63.23,93,53,1.72,broken clouds
221,Berdigestyakh,RU,62.1,126.7,54.84,77,2,1.7,clear sky
222,Bac Lieu,VN,9.29,105.72,79.9,83,100,12.57,light rain
223,Gat,IL,31.61,34.76,81.0,59,0,1.99,clear sky
224,Baruun-Urt,MN,46.68,113.28,56.53,86,64,9.37,light rain
225,Ixtapa,MX,20.7,-105.2,91.0,70,75,3.36,broken clouds
226,Yerbogachen,RU,61.28,108.01,55.18,71,0,4.7,clear sky
227,Bulgan,MN,48.81,103.53,54.41,83,100,3.49,overcast clouds
228,Mareeba,AU,-17.0,145.43,66.2,93,40,10.29,scattered clouds
229,Saint-Philippe,RE,-21.36,55.77,68.0,60,90,9.17,overcast clouds
230,Tiksi,RU,71.69,128.87,43.47,90,100,4.63,overcast clouds
231,San-Pedro,CI,4.75,-6.64,72.82,82,100,5.97,overcast clouds
232,Trincomalee,LK,8.57,81.23,81.79,74,97,21.52,overcast clouds
233,Katsuura,JP,35.13,140.3,75.2,88,20,4.7,few clouds
234,Menongue,AO,-14.66,17.69,56.25,32,5,6.91,clear sky
235,Hailey,US,43.52,-114.32,88.0,23,5,10.29,clear sky
236,Olinda,BR,-8.01,-34.86,80.6,65,75,18.34,broken clouds
237,Henties Bay,NA,-22.12,14.28,73.99,24,0,1.99,clear sky
238,Aketi,CD,2.74,23.78,72.28,95,99,0.87,light rain
239,Vaitape,PF,-16.52,-151.75,79.3,78,92,12.26,overcast clouds
240,Balkhash,KZ,46.84,74.98,76.68,38,81,17.63,broken clouds
241,Aswan,EG,24.09,32.91,98.71,25,32,3.74,scattered clouds
242,Acapulco,MX,16.86,-99.89,87.8,74,20,9.17,few clouds
243,Mogadishu,SO,2.04,45.34,76.98,80,100,21.32,light rain
244,Yellowknife,CA,62.46,-114.35,75.2,60,75,18.34,broken clouds
245,Salinas,US,36.68,-121.66,77.0,56,1,12.75,clear sky
246,Namatanai,PG,-3.67,152.43,79.07,84,25,7.36,light rain
247,La Spezia,IT,44.11,9.84,82.0,80,35,4.47,scattered clouds
248,Dikson,RU,73.51,80.55,52.99,81,70,11.36,broken clouds
249,Pazaric,BA,43.79,18.16,69.8,77,0,4.7,clear sky
250,Puerto Escondido,MX,15.85,-97.07,86.0,70,40,5.59,scattered clouds
251,Tarko-Sale,RU,64.92,77.78,61.23,67,74,9.1,broken clouds
252,Pasni,PK,25.26,63.47,83.84,85,52,11.7,broken clouds
253,Vysokovsk,RU,56.32,36.55,59.0,72,0,4.47,clear sky
254,Cookeville,US,36.16,-85.5,82.0,54,20,3.94,few clouds
255,Bor,RU,56.36,44.07,61.0,93,75,2.42,broken clouds
256,Urucara,BR,-2.54,-57.76,91.89,37,75,4.38,broken clouds
257,Sokoni,TZ,-6.43,39.55,73.4,94,20,5.82,few clouds
258,Bridlington,GB,54.08,-0.19,60.8,63,41,6.93,scattered clouds
259,Juegang,CN,32.32,121.19,84.99,74,99,13.22,overcast clouds
260,Road Town,VG,18.42,-64.62,87.8,70,20,6.93,few clouds
261,Loralai,PK,30.37,68.6,85.05,36,0,10.49,clear sky
262,Moose Factory,CA,51.26,-80.61,59.0,67,75,10.29,broken clouds
263,Irece,BR,-11.3,-41.86,77.41,38,28,16.58,scattered clouds
264,Port Hedland,AU,-20.32,118.57,55.4,100,75,4.7,broken clouds
265,Hervey Bay,AU,-25.3,152.85,60.01,81,22,4.0,few clouds
266,Bilma,NE,18.69,12.92,95.05,27,28,12.21,scattered clouds
267,Fort Dodge,US,42.5,-94.17,75.2,53,40,9.17,scattered clouds
268,Sale,MA,34.04,-6.82,75.2,83,0,6.93,clear sky
269,Vyartsilya,RU,62.18,30.69,53.76,97,97,4.9,light rain
270,Viransehir,TR,37.24,39.76,85.84,18,0,5.97,clear sky
271,Vardo,NO,70.37,31.11,50.0,87,75,12.75,light intensity drizzle
272,Labuhan,ID,-6.88,112.21,75.02,80,76,9.13,broken clouds
273,Port Blair,IN,11.67,92.75,82.35,80,100,26.44,light rain
274,Chicama,PE,-7.84,-79.15,72.97,56,18,8.81,few clouds
275,Sesheke,ZM,-17.48,24.3,53.6,37,0,2.24,clear sky
276,Rio Novo Do Sul,BR,-20.86,-40.94,65.73,76,3,4.59,clear sky
277,Lengshuijiang,CN,27.69,111.43,78.19,79,44,0.36,scattered clouds
278,Valdemarpils,LV,57.37,22.59,57.2,87,75,3.36,broken clouds
279,Beaupre,CA,47.04,-70.9,73.0,91,100,4.72,moderate rain
280,Muros,ES,42.78,-9.06,66.0,71,100,5.01,overcast clouds
281,Antsohihy,MG,-14.88,47.99,73.4,56,0,13.4,clear sky
282,Palestine,PS,31.92,35.2,81.0,74,0,2.24,clear sky
283,Kualakapuas,ID,-3.01,114.39,77.0,94,20,1.12,mist
284,Carolina,PR,18.38,-65.96,87.8,74,40,18.34,scattered clouds
285,Badarpur,IN,24.9,92.6,80.13,91,78,2.21,moderate rain
286,Belaya Gora,RU,68.53,146.42,55.89,60,99,7.65,overcast clouds
287,Tuktoyaktuk,CA,69.45,-133.04,48.2,87,90,18.34,light rain
288,Shishou,CN,29.72,112.42,79.66,83,57,7.25,broken clouds
289,Sembe,CG,1.65,14.58,73.44,83,100,2.39,overcast clouds
290,Galesong,ID,-5.32,119.37,73.4,83,20,2.24,few clouds
291,Kirkland Lake,CA,48.14,-80.04,60.8,93,90,13.87,light rain
292,Airai,TL,-8.93,125.41,52.2,86,40,2.28,scattered clouds
293,Vestmannaeyjar,IS,63.44,-20.27,52.27,85,59,20.94,broken clouds
294,Moree,AU,-29.47,149.85,39.2,86,0,12.75,clear sky
295,Port-Cartier,CA,50.03,-66.87,78.8,54,75,8.05,broken clouds
296,Sibolga,ID,1.74,98.78,76.42,83,96,3.22,light rain
297,Kungurtug,RU,50.6,97.52,47.66,85,70,0.51,broken clouds
298,Siocon,PH,7.71,122.14,79.45,82,86,5.28,overcast clouds
299,Vila Franca Do Campo,PT,37.72,-25.43,73.4,69,20,8.05,few clouds
300,Tupanatinga,BR,-8.75,-37.34,70.03,71,46,18.34,scattered clouds
301,Muscatine,US,41.47,-91.13,80.6,65,1,8.05,clear sky
302,Ardakan,IR,32.31,54.02,93.2,20,20,2.24,few clouds
303,Sribne,UA,50.66,32.92,56.26,91,0,4.92,clear sky
304,Demirci,TR,39.05,28.66,77.0,10,0,58.0,clear sky
305,Vostok,RU,46.49,135.88,62.69,99,100,3.09,overcast clouds
306,Barranca,PE,-10.75,-77.77,64.54,73,11,9.31,few clouds
307,Ierapetra,GR,35.01,25.74,84.0,41,0,11.99,clear sky
308,Pacifica,US,37.61,-122.49,72.0,68,20,16.11,few clouds
309,Benguela,AO,-12.58,13.41,68.11,88,100,1.74,overcast clouds
310,Fort Nelson,CA,58.81,-122.7,75.2,50,75,2.24,broken clouds
311,Hambantota,LK,6.12,81.12,80.1,78,100,17.45,overcast clouds
312,Hohhot,CN,40.81,111.65,57.2,87,0,4.47,clear sky
313,Sur,OM,22.57,59.53,83.66,72,0,11.86,clear sky
314,Bluff,NZ,-46.6,168.33,45.9,94,43,7.11,scattered clouds
315,Kalmunai,LK,7.42,81.82,81.43,67,100,7.07,overcast clouds
316,Saint-Pierre,RE,-21.34,55.48,68.0,60,90,9.17,overcast clouds
317,Chokurdakh,RU,70.63,147.92,49.12,67,100,4.76,overcast clouds
318,Grindavik,IS,63.84,-22.43,50.0,87,75,18.34,broken clouds
319,La Paz,BO,-16.5,-68.15,64.4,8,0,12.75,clear sky
320,Adrar,MR,20.5,-10.07,104.43,8,0,4.52,clear sky
321,Quixada,BR,-4.97,-39.02,87.93,42,25,3.8,scattered clouds
322,Flinders,AU,-34.58,150.86,46.0,85,52,1.01,broken clouds
323,San Cristobal,VE,7.77,-72.22,95.0,36,40,23.04,scattered clouds
